,Rank,Team,Index,Wins,Losses,Points
132,61,Wisconsin-Stout,31.14472571764911,6,5,18
145,62,Maryville College (TN),31.067704990436727,6,3,18
217,63,Colby College,30.970109929911338,6,3,18
138,64,Aurora,30.788109697453457,8,3,24
26,65,Curry College,30.771242580962912,8,3,24
83,66,Plymouth State,29.660381430337008,8,2,24
20,67,Belhaven,29.14952201382467,6,4,18
161,68,Wisconsin-Oshkosh,28.992793001414345,4,5,12
104,69,Shenandoah,28.821002227653565,8,3,24
8,70,Westminster (PA),28.089743178162617,8,3,24
143,71,Carleton College,27.73352011927772,6,4,18
93,72,Carnegie Mellon,27.728088457448454,6,5,18
90,73,Wilkes University,26.96877429040484,7,4,21
212,74,Redlands,26.477178214498235,6,4,18
164,75,California Lutheran,25.9721590529663,6,4,18
53,76,Anna Maria College,25.833794750333126,7,3,21
84,77,MIT,25.709607868774064,6,3,18
21,78,Millsaps,25.227290908631307,6,4,18
184,79,Centre College,25.18173836427542,5,5,15
175,80,Huntingdon College (AL),25.144988125106394,6,4,18
47,81,Ursinus,24.812792099247986,7,4,21
199,82,Stevenson,24.179440008987463,5,3,15
86,83,Salve Regina,24.021928720067642,6,4,18
107,84,The College of New Jersey,23.824094770258323,6,4,18
116,85,Washington and Lee,23.814215026175415,7,4,21
228,86,Brevard College,22.846904188698367,5,3,15
75,87,Misericordia,22.766340836100074,5,4,15
155,88,Denison,22.546084381435655,6,4,18
222,89,Amherst,22.523481552867832,5,4,15
220,90,Middlebury,22.462771143898124,5,4,15
12,91,Illinois College,22.368499856792955,8,3,24
6,92,Heidelberg,22.272681316560938,6,4,18
225,93,Williams,22.077115723034797,5,4,15
130,94,Benedictine University (IL),21.827754832532094,7,3,21
11,95,Brockport,21.670157302462396,7,4,21
182,96,Simpson College (IA),21.615777008031735,6,4,18
49,97,St. John Fisher University,20.767632040011264,7,4,21
64,98,Framingham State,20.65554952138855,7,4,21
31,99,Montclair State,20.502713687433744,5,5,15
88,100,Western New England,20.17451419187507,6,4,18
92,101,Chicago,20.03116048533279,7,3,21
163,102,Gustavus Adolphus,19.815059340383073,5,5,15
194,103,McMurry,19.59264838813539,6,4,18
2,104,Lebanon Valley,19.461058426659182,6,5,18
202,105,Lake Forest,19.27600337097485,7,3,21
103,106,Trine University,18.767765536362862,5,5,15
165,107,Pacific Lutheran,18.695316710173106,5,4,15
18,108,Texas Lutheran,18.67020874556677,6,4,18
191,109,Mount St. Joseph,17.951816507551595,6,5,18
16,110,Howard Payne,17.81765629033832,4,5,12
25,111,Dickinson (PA),17.34240861669853,5,6,15
203,112,Claremont Mudd Scripps College,17.075342290768575,5,5,15
87,113,UMASS Dartmouth,17.043998208319536,6,4,18
33,114,Hobart College,16.987622902615055,6,5,18
9,115,Marietta,16.975849726155708,5,5,15
140,116,Wisconsin-Stevens Pt,16.77904295867669,4,6,12
151,117,Crown College,16.487466634013632,7,4,21
238,118,Augsburg,16.200105383228184,4,5,12
159,119,Pomona Pitzer,16.170898318254455,5,5,15
232,120,Tufts,15.973663089273092,4,5,12
144,121,Hendrix College,15.906055804828073,6,4,18
91,122,King's College (PA),15.792675326065556,5,5,15
215,123,Roanoke College,15.676158372823537,5,4,15
167,124,Lewis & Clark,15.554366440753398,6,4,18
172,125,Southern Virginia,14.72995553266633,5,4,15
45,126,SUNY Maritime,14.322681138064302,5,6,15
106,127,Lycoming,14.194451732353379,5,6,15
122,128,Franklin,14.0038695656518,5,5,15
152,129,St. Norbert,13.211269535463988,5,5,15
128,130,Illinois Wesleyan,13.13488714474908,4,6,12
168,131,Western Connecticut State,13.089380079117063,5,4,15
148,132,St. Olaf,12.731326898776517,4,6,12
195,133,Southwestern University,12.259803857555088,4,6,12
177,134,Wooster,12.211967482852227,5,5,15
27,135,Bridgewater State,12.195318262837525,5,5,15
121,136,Geneva,11.740594799820624,6,5,18
190,137,Muskingum,11.719057410827606,4,6,12
5,138,Carroll (WI),11.41147750733299,4,6,12
119,139,Case Western Reserve,11.393896222045953,4,5,12
44,140,Mass Maritime,11.380533927868774,5,5,15
156,141,Wittenberg,11.363188559426042,4,6,12
133,142,Dubuque,11.243123876483375,4,6,12
187,143,Carthage,10.933095173771747,4,6,12
198,144,Bridgewater (VA),10.851870691768749,4,6,12
146,145,Wisconsin Lutheran,10.676528156597456,5,5,15
4,146,Wisconsin-Eau Claire,10.605318633783135,3,7,9
208,147,East Texas Baptist,10.509457637889058,3,6,9
32,148,Alfred,10.425080803077933,4,6,12
68,149,University of Rochester (NY),10.364958617074638,5,5,15
120,150,Widener,9.899655207829847,4,6,12
213,151,George Fox,9.23695554046394,4,6,12
149,152,Northwestern (MN),9.152430730190595,4,6,12
65,153,Husson,9.007552752758572,4,6,12
51,154,Alfred State College,8.921925264538093,5,5,15
29,155,Albright,8.542960664358294,4,6,12
147,156,St. Scholastica,8.519665489736116,3,7,9
188,157,Bluffton,8.209262812950893,5,5,15
13,158,Greenville,8.033502176552318,4,5,12
197,159,Kalamazoo,8.006306649701699,4,6,12
141,160,Albion,7.597938479790294,3,7,9
36,161,St. Lawrence,7.465969846362145,4,6,12
201,162,Greensboro College,7.413814255938952,3,6,9
186,163,Lakeland University,7.390908092826254,4,6,12
180,164,Ripon,7.377763972507799,5,5,15
0,165,North Carolina Wesleyan,7.364916038801023,4,6,12
181,166,North Park,7.302085763111825,3,7,9
125,167,Macalester,7.29850916800462,3,7,9
63,168,Sewanee,7.296672540841541,3,7,9
221,169,Bates College,7.089864453258914,2,7,6
231,170,Bowdoin,7.003887838823799,2,7,6
98,171,Kean,6.980266075403789,3,7,9
134,172,Loras College,6.970574632624053,3,7,9
224,173,Hamilton,6.949751942959497,2,7,6
95,174,Martin Luther,6.914412277234819,5,5,15
176,175,Wilmington (OH),6.460752660862079,3,7,9
137,176,Millikin,6.227325264083778,3,7,9
40,177,Catholic,6.080013239964701,3,7,9
114,178,Waynesburg,5.989811338289347,4,6,12
170,179,WPI,5.933521626127876,2,8,6
131,180,Buena Vista,5.91904484768631,3,7,9
192,181,Rose-Hulman,5.746599474707822,3,7,9
79,182,Ohio Wesleyan,5.679815795097522,3,7,9
76,183,Concordia-Chicago,5.675637673535537,4,6,12
226,184,Capital,5.605666201266018,3,7,9
154,185,Allegheny,5.276065872461072,4,6,12
216,186,Worcester State College,5.228280785250087,3,7,9
14,187,Cornell College (IA),5.197760249864876,4,6,12
169,188,William Paterson,5.023352361757984,2,8,6
70,189,Hartwick,4.94738309362097,4,6,12
77,190,Minnesota Morris,4.745716458796065,3,7,9
17,191,Pacific (OR),4.681320874747912,3,7,9
43,192,Moravian,4.508165014466122,2,8,6
60,193,Westfield State,4.416795497277389,3,7,9
38,194,Fitchburg State,4.175643432279767,3,7,9
61,195,Castleton,4.173887265371616,2,8,6
111,196,Westminster (MO),4.09357168228961,4,6,12
85,197,Nichols College,3.934626162247361,2,8,6
209,198,Lyon College,3.678370967006029,2,6,6
150,199,Hamline,3.471736707090803,1,9,3
240,200,La Verne,3.445640197347771,1,8,3
69,201,Olivet College,3.433292512180644,1,8,3
207,202,Rhodes College,3.1644622977652395,1,9,3
196,203,Austin,3.099820791577907,3,6,9
34,204,Gettysburg,2.909884742905082,1,9,3
48,205,FDU-Florham,2.8976053133970887,1,7,3
78,206,Otterbein,2.8195100608989816,1,9,3
173,207,Apprentice School,2.79812198281346,0,3,0
237,208,Nebraska Wesleyan,2.68206803808845,1,7,3
35,209,Juniata,2.666781672565789,2,8,6
41,210,McDaniel College,2.6469898461837484,1,9,3
200,211,Guilford,2.6032367725021786,2,8,6
7,212,Hiram College,2.5608143168973947,3,7,9
50,213,Anderson (IN),2.5084506860461873,2,8,6
178,214,Eureka College,2.262408527049344,2,8,6
179,215,Knox College,2.1225214159267343,2,7,6
28,216,Gallaudet,2.1161149564164625,1,8,3
230,217,Elmhurst,2.0784350025544533,1,9,3
166,218,Puget Sound,2.0462466529691055,1,9,3
1,219,Averett,1.8827003403072888,1,9,3
96,220,Saint Vincent,1.871138895857654,2,8,6
105,221,Methodist,1.8411297096524604,1,9,3
189,222,Kenyon,1.8313938883611318,1,9,3
82,223,New England College,1.5919851398929685,1,9,3
10,224,Buffalo State,1.5757574903398477,1,9,3
233,225,Centenary,1.5615845087536657,1,8,3
37,226,Norwich,1.560861122481701,1,9,3
124,227,Grinnell,1.4975441166754357,2,8,6
158,228,Willamette,1.4956178103570381,1,9,3
22,229,Thiel,1.3915606974900285,1,9,3
46,230,Alvernia,1.1166516364029595,0,10,0
99,231,SUNY Morrisville,1.0451898235944417,0,10,0
126,232,Rockford,0.952226716658026,1,9,3
62,233,Bethany (WV),0.8815363469206954,1,9,3
39,234,Dean College,0.8733236638088232,0,10,0
136,235,Luther,0.7344232717674548,0,10,0
66,236,Oberlin,0.7154669056708416,0,10,0
127,237,Beloit College,0.5906751734637752,1,9,3
110,238,Manchester,0.5839868349010342,0,10,0
71,239,Maine Maritime,0.5051923047055414,0,9,0
97,240,Hilbert College,0.4942829090674582,0,10,0
94,241,Lawrence University,0.41771811935562114,0,9,0
